,recno,TYCID1,TYCID2,TYCID3,RA_J2000_24,DE_J2000,pmRA,pmDE,BT,VT,V,B-V,HD,HIP,Plx,is_hyades
591,4932,71,1114,1,3.7632769999999995,6.713931,8.8,0.5,11.872,11.085999999999999,11.015,0.6679999999999999,      ,,,0
592,4933,71,1115,1,3.81805,6.811675,27.6,4.6,10.378,9.744,9.687000000000001,0.539,      ,,,0
593,4934,71,1134,1,3.7269120000000004,6.839759,-5.2,-6.2,9.49,9.181000000000001,9.152999999999999,0.263,23220,,,0
594,4935,71,1144,1,3.6787900000000002,6.717169999999999,-16.0,-74.1,9.218,8.491,8.426,0.618,22888,,,0
595,4936,71,1155,1,3.691881,6.872781,6.9,-6.4,10.995,8.935,8.75,1.751,22978,,,0
596,4937,71,1169,1,3.785994,7.053089999999999,6.2,-73.3,11.341,10.31,10.217,0.8759999999999999,      ,,,0
597,4938,71,1192,1,3.698976,7.269614999999999,19.0,-8.4,11.242,10.539000000000001,10.475999999999999,0.598,      ,,,0
598,4939,71,1198,1,3.683236,7.230816,7.9,-14.3,11.343,11.18,11.165,0.139,      ,,,0
599,4940,71,1216,1,3.820767,7.3803279999999996,-16.2,-16.0,9.472999999999999,9.124,9.093,0.297,23936,,,0
600,4941,71,1220,1,3.773689,7.244269,6.9,-34.7,9.369,7.82,7.681,1.317,23570,,,0
601,4942,71,1221,1,3.7622230000000005,7.188864,-14.2,-3.0,7.382999999999999,7.205,7.189,0.151,23481,,,0
602,4943,71,1222,1,3.8005699999999996,7.129633,19.5,-4.8,9.283,8.011000000000001,7.897,1.081,23779,17752.0,5.1,0
603,4944,71,1223,1,3.7692669999999997,6.803522,-2.7,-54.8,7.162000000000001,6.028,5.926,0.9640000000000001,23526,17595.0,9.68,0
604,4945,71,1224,1,3.7612330000000003,6.049981,14.9,-19.8,5.206,5.322,5.332000000000001,-0.099,23466,17563.0,5.54,0
605,4946,71,1225,1,3.674457,5.1258669999999995,9.5,-10.9,8.31,6.754,6.614,1.3230000000000002,22878,17155.0,3.34,0
606,4947,71,1226,1,3.674865,5.129893,10.7,-12.6,10.255999999999998,9.633,9.577,0.53,      ,17158.0,,0
607,4948,72,20,1,3.9250589999999996,5.160496,-0.1,-23.8,11.126,10.514000000000001,10.459000000000001,0.52,      ,,,0
608,4949,72,31,1,3.943361,6.710567,77.9,-53.5,8.265,7.893,7.86,0.316,24779,18449.0,10.35,0
609,4950,72,37,1,3.9723889999999997,7.372437,-12.3,-0.8,11.837,11.288,11.239,0.467,      ,,,0
610,4951,72,45,1,3.963535,6.176741000000001,-5.7,-8.3,10.742,10.399000000000001,10.368,0.292,      ,,,0
611,4952,72,49,1,3.960573,6.873802,3.8,-8.6,8.782,8.668,8.658,0.09699999999999999,24887,18521.0,3.38,0
612,4953,72,192,1,3.97316,7.473826,4.0,-20.2,9.131,7.735,7.609,1.187,24973,,,0
613,4954,72,212,1,3.9234730000000004,6.922842,5.5,-1.2,11.765,11.165,11.110999999999999,0.51,      ,,,0
614,4955,72,223,1,3.941176,5.851497,43.9,8.9,9.408999999999999,8.271,8.169,0.9670000000000001,24772,,,0
615,4956,72,232,1,3.950477,6.039962999999999,35.7,-69.4,6.162999999999999,6.0889999999999995,6.082000000000001,0.063,24817,18481.0,13.26,0
616,4957,72,247,1,3.9959870000000004,7.3344190000000005,10.4,-29.5,11.408,10.642000000000001,10.573,0.6509999999999999,      ,,,0
617,4958,72,259,1,3.978624,6.793025999999999,6.4,8.1,11.700999999999999,10.145,10.005,1.3230000000000002,      ,,,0
618,4959,72,332,1,3.976282,7.284028,-0.9,-0.9,12.245,11.214,11.120999999999999,0.8759999999999999,      ,,,0
619,4960,72,339,1,3.9623839999999997,5.738782,20.4,-28.8,8.415,7.877999999999999,7.83,0.456,24900,18528.0,9.76,0
620,4961,72,344,1,3.9180940000000004,5.679823000000001,18.3,-13.3,10.073,9.613999999999999,9.573,0.39,      ,,,0
621,4962,72,347,1,3.936414,7.321035,0.5,-14.3,11.046,10.398,10.34,0.551,      ,,,0
622,4963,72,369,1,3.9533120000000004,6.946185000000001,3.4,-5.8,11.06,9.66,9.533999999999999,1.19,      ,,,0
623,4964,72,382,1,3.97594,6.141122,27.9,-15.3,10.582,9.812999999999999,9.744,0.654,      ,,,0
624,4965,72,390,1,3.9686739999999996,5.5812800000000005,45.3,-36.7,9.559,9.066,9.022,0.419,24947,18550.0,8.8,0
625,4966,72,395,1,3.9564980000000003,5.7308129999999995,15.3,3.4,11.868,10.379000000000001,10.245,1.266,      ,,,0
626,4967,72,400,1,3.9599800000000003,5.776956,34.7,1.6,11.292,10.959000000000001,10.929,0.28300000000000003,      ,,,0
627,4968,72,425,1,3.9867769999999996,5.667339,3.6,-7.6,11.957,10.238999999999999,10.084,1.46,      ,,,0
628,4969,72,445,1,3.9206309999999998,5.602564,-0.6,-2.9,11.277000000000001,9.027999999999999,8.826,1.912,      ,,,0
629,4970,72,448,1,3.9138059999999997,5.5837699999999995,-8.0,-14.6,8.704,8.334,8.301,0.315,24603,18308.0,2.87,0
630,4971,72,458,1,3.9633239999999996,5.483299,23.7,-9.2,9.016,8.708,8.68,0.262,24915,,,0
631,4972,72,471,1,3.9451059999999996,5.836058,-19.5,-19.0,11.458,10.499,10.413,0.815,      ,18461.0,5.5,0
632,4973,72,516,1,3.9847599999999996,7.269817999999999,15.1,-22.7,10.886,10.279000000000002,10.224,0.516,      ,,,0
633,4974,72,530,1,3.988116,7.139071,36.6,-3.5,12.158,11.720999999999998,11.682,0.371,      ,,,0
634,4975,72,579,1,3.848493,5.449402,4.8,-26.0,11.444,10.892000000000001,10.842,0.469,      ,,,0
635,4976,72,683,1,3.8510419999999996,5.017633,29.6,-45.4,11.222000000000001,10.440999999999999,10.370999999999999,0.664,      ,,,0
636,4977,72,692,1,3.9122559999999997,5.010716,127.9,-28.9,9.845,9.04,8.968,0.684,      ,,,0
637,4978,72,767,1,3.8920800000000004,5.3367309999999994,9.7,0.5,11.345,9.737,9.592,1.367,      ,,,0
638,4979,72,771,1,3.85724,5.454544,42.6,8.6,11.629000000000001,10.792,10.717,0.711,      ,,,0
639,4980,72,864,1,3.852502,5.166391,9.1,-16.9,9.532,9.172,9.14,0.306,24180,18026.0,6.44,0
640,4981,72,917,1,3.9075269999999995,5.191122,16.6,-18.6,9.291,8.95,8.919,0.29,      ,18264.0,4.08,0
641,4982,72,921,1,3.9059190000000004,5.594659,-2.2,-10.2,10.979000000000001,10.293,10.231,0.583,      ,,,0
642,4983,72,1040,1,3.907565,5.174614,14.0,-22.5,7.892,7.478,7.441,0.35200000000000004,24550,18265.0,7.17,0
643,4984,72,1053,1,3.8381879999999997,6.029678,11.0,-0.5,10.855,9.631,9.521,1.04,      ,,,0
644,4985,72,1055,1,3.877632,5.4841940000000005,3.2,1.1,11.374,10.263,10.163,0.9440000000000001,      ,,,0
645,4986,72,1056,1,3.847177,5.462543,79.6,-0.9,10.794,10.042,9.974,0.639,      ,,,0
646,4987,72,1075,1,3.853168,7.022259,18.7,-5.6,10.892999999999999,9.662,9.551,1.046,      ,,,0
647,4988,72,1086,1,3.886907,6.539105,14.6,4.6,10.564,9.964,9.91,0.51,      ,,,0
648,4989,72,1114,1,3.896636,6.70855,-27.3,-24.0,11.255,10.593,10.533,0.563,      ,,,0
649,4990,72,1131,1,3.907006,6.754604,1.5,-16.4,11.755999999999998,11.126,11.069,0.536,      ,,,0
650,4991,72,1134,1,3.896523,6.860564999999999,3.2,13.8,10.554,9.357999999999999,9.25,1.0170000000000001,      ,18224.0,4.01,0
651,4992,72,1150,1,3.8979550000000005,7.090354,0.8,-7.6,11.290999999999999,9.965,9.846,1.127,      ,,,0
652,4993,72,1172,1,3.848498,7.163836999999999,7.6,-11.5,10.222000000000001,8.87,8.748,1.149,24144,18001.0,4.14,0
653,4994,72,1179,1,3.894735,6.400991,-3.9,-2.5,10.7,10.196,10.151,0.428,      ,,,0
654,4995,72,1182,1,3.8427269999999996,7.107622,-4.2,2.4,10.988,9.61,9.486,1.171,      ,,,0
655,4996,72,1187,1,3.8853370000000003,7.100983,18.2,-23.6,11.287,9.937000000000001,9.816,1.148,      ,,,0
656,4997,72,1226,1,3.8667269999999996,6.534805,3.1,-16.4,5.73,5.694,5.691,0.031,24263,18089.0,4.63,0
657,5244,76,326,1,4.018551,4.54114,43.5,-63.4,9.383,8.816,8.765,0.48200000000000004,25275,18761.0,14.24,0
658,5245,76,330,1,4.1500129999999995,4.991115,-31.6,-1.9,11.052999999999999,10.296,10.228,0.643,      ,19373.0,8.15,0
659,5246,76,339,1,4.0836190000000006,4.610155000000001,-8.4,-8.0,11.128,10.512,10.457,0.524,      ,,,0
660,5247,76,383,1,4.0368900000000005,4.583883999999999,48.3,-16.0,10.886,10.142000000000001,10.075,0.632,      ,18831.0,6.53,0
661,5248,76,391,1,4.108814,4.003502,-31.5,-16.9,10.993,9.947000000000001,9.853,0.889,      ,,,0
662,5249,76,395,1,4.067237,3.84065,-0.4,-8.0,8.05,7.992999999999999,7.9879999999999995,0.048,25606,18983.0,5.3,0
663,5250,76,405,1,4.097783,4.472118,-20.5,-25.0,9.583,9.057,9.01,0.447,      ,,,0
664,5251,76,414,1,4.157328,4.761031,3.9,-7.5,10.47,9.933,9.885,0.456,      ,,,0
665,5252,76,438,1,4.110075,3.780954,18.6,-13.2,10.707,10.03,9.969,0.575,      ,19170.0,6.62,0
666,5253,76,444,1,4.143907,4.685096,6.7,-4.5,12.107999999999999,10.467,10.319,1.395,      ,,,0
667,5254,76,449,1,4.041423,4.443511,1.9,-23.0,11.004000000000001,10.751,10.728,0.215,      ,,,0
668,5255,76,487,1,4.129306,4.319692,-7.6,-4.3,9.617,9.199,9.161,0.355,26064,19266.0,7.27,0
669,5256,76,514,1,4.1066519999999995,4.995412,24.4,-2.3,12.085999999999999,11.343,11.276,0.632,      ,,,0
670,5257,76,521,1,4.165047,4.323651,48.8,8.4,10.880999999999998,10.16,10.095,0.613,      ,19449.0,12.14,0
671,5258,76,542,1,4.055214,4.857458,3.2,2.6,11.499,10.929,10.878,0.485,      ,,,0
672,5259,76,555,1,4.030473000000001,4.316845,2.9,4.8,11.514000000000001,10.214,10.097000000000001,1.105,      ,,,0
673,5260,76,579,1,4.051716000000001,4.8179739999999995,28.5,-29.3,10.839,9.347000000000001,9.213,1.268,      ,,,0
674,5261,76,580,1,4.037209,3.946281,-1.8,-5.1,11.276,9.929,9.808,1.145,      ,,,0
675,5263,76,614,1,4.1315230000000005,4.297321,-9.7,-6.7,8.699,8.259,8.219,0.374,26092,19280.0,6.51,0
676,5264,76,672,1,4.110778,4.022692,13.1,-1.0,11.866,10.87,10.78,0.847,      ,,,0
677,5265,76,687,1,4.0544080000000005,4.7816019999999995,1.9,-2.9,10.888,10.317,10.265999999999998,0.485,      ,,,0
678,5266,76,692,1,4.164199,3.7952190000000003,-5.8,-44.6,11.329,10.755,10.703,0.488,      ,,,0
679,5267,76,708,1,4.1119699999999995,3.6244660000000004,29.3,-2.8,10.967,9.204,9.045,1.499,      ,,,0
680,5268,76,709,1,4.153641,4.761173,111.9,-107.4,9.253,8.538,8.474,0.608,26228,,,0
681,5269,76,723,1,4.04145,3.8472169999999997,4.1,-13.1,6.946000000000001,6.917000000000001,6.914,0.025,25412,18850.0,4.88,0
682,5270,76,735,1,4.125006,4.5695239999999995,9.1,-4.6,10.162,9.632,9.584,0.451,      ,,,0
683,5271,76,739,1,4.081307,4.790857,6.8,-11.6,9.234,8.815,8.777000000000001,0.35600000000000004,25708,19048.0,5.01,0
684,5272,76,771,1,4.094624,3.6968699999999997,-12.3,1.4,9.964,9.331,9.274,0.5379999999999999,      ,,,0
685,5273,76,818,1,4.050464,3.7584839999999997,4.9,-18.4,12.26,11.408,11.331,0.7240000000000001,      ,,,0
686,5274,76,845,1,4.113283,4.888297000000001,-2.8,-36.9,9.439,8.936,8.891,0.428,25952,19193.0,8.88,0
687,5275,76,853,1,4.1207199999999995,4.4775529999999995,10.9,-0.2,11.214,9.979,9.868,1.05,      ,,,0
688,5276,76,855,1,4.100158,4.694111,-17.2,-32.2,9.402999999999999,8.857999999999999,8.809,0.46299999999999997,25850,19125.0,8.22,0
689,5277,76,901,1,4.029626,3.402658,12.0,-9.7,11.752,10.888,10.81,0.7340000000000001,      ,,,0
690,5278,76,910,1,4.118143,4.320538,18.9,-35.5,11.535,10.748,10.677,0.669,      ,,,0
691,5279,76,915,1,4.061856,3.6839690000000003,-7.3,-7.3,11.159,11.081,11.074000000000002,0.066,      ,,,0
692,5280,76,995,1,4.042356,4.464285,-5.6,-54.2,10.835999999999999,10.107999999999999,10.042,0.619,      ,18855.0,7.43,0
693,5281,76,996,1,4.063989,3.80804,0.3,-8.2,10.935,10.577,10.545,0.304,      ,,,0
694,5282,76,1009,1,4.14048,4.935751,14.1,-11.6,11.485,10.355,10.253,0.961,      ,,,0
695,5283,76,1013,1,4.031984,4.392318,-4.6,-12.7,11.868,10.111,9.953,1.493,      ,,,0
696,5284,76,1016,1,4.121865000000001,4.429176999999999,15.2,-2.2,12.229000000000001,10.707,10.57,1.294,      ,,,0
697,5285,76,1024,1,4.081679,3.7437910000000003,-0.1,-2.6,12.259,10.73,10.592,1.3,      ,,,0
698,5286,76,1042,1,4.074223,4.39656,6.7,-7.0,11.192,11.06,11.048,0.11199999999999999,      ,,,0
699,5287,76,1048,1,4.164608,4.3808620000000005,4.2,3.8,11.365,9.372,9.193,1.694,      ,,,0
700,5305,77,364,1,4.178489,4.765363,10.8,5.6,11.334000000000001,9.981,9.859,1.15,      ,,,0
701,5306,77,398,1,4.328947,4.504988,0.7,-9.7,11.388,10.687999999999999,10.625,0.595,      ,,,0
702,5307,77,436,1,4.311618,4.750691000000001,14.2,-19.2,9.321,8.87,8.829,0.38299999999999995,27283,20111.0,4.17,0
703,5308,77,447,1,4.281944,4.542699,169.5,5.6,8.587,7.888,7.825,0.594,27089,19971.0,15.44,0
704,5309,77,475,1,4.285204,4.152343,46.4,18.0,10.557,10.006,9.956,0.46799999999999997,      ,19979.0,,0
705,5311,77,528,1,4.270982,4.702861,28.2,13.1,11.342,10.293,10.199,0.892,      ,,,0
706,5312,77,540,1,4.277340000000001,3.5119260000000003,-13.9,-29.3,10.171,8.945,8.835,1.042,27046,,,0
707,5313,77,586,1,4.223448,3.902246,2.3,9.4,10.519,8.398,8.207,1.8030000000000002,26691,19714.0,,0
708,5315,77,665,1,4.176480000000001,4.853680000000001,1.2,-5.1,11.681,10.883,10.811,0.6779999999999999,      ,,,0
709,5316,77,666,1,4.2779620000000005,3.698894,10.0,-4.7,10.815,9.937999999999999,9.859,0.745,      ,19946.0,12.89,0
710,5317,77,667,1,4.222125,4.097291,3.9,-14.8,10.651,9.402000000000001,9.29,1.062,      ,,,0
711,5318,77,678,1,4.306871,4.472321,41.9,-64.5,9.889,9.027000000000001,8.949,0.733,27260,,,0
712,5319,77,686,1,4.300676,3.520671,24.4,-6.6,9.621,9.271,9.24,0.298,27215,,,0
713,5320,77,689,1,4.281846,4.749562,38.3,15.3,10.857000000000001,10.275,10.222999999999999,0.495,      ,,,0
714,5321,77,714,1,4.231673000000001,4.998483,7.0,-24.8,10.862,10.085,10.015,0.66,      ,,,0
715,5322,77,715,1,4.314843,4.229911,8.3,-12.2,10.759,9.135,8.988999999999999,1.38,      ,,,0
716,5323,77,719,1,4.181036,4.661679,-2.7,-5.4,10.343,10.144,10.126,0.16899999999999998,      ,,,0
717,5324,77,731,1,4.200286,4.782573,11.8,0.0,10.886,9.589,9.472000000000001,1.102,      ,,,0
718,5325,77,732,1,4.301696,4.676475,7.4,-7.5,11.415,10.712,10.649000000000001,0.598,      ,,,0
719,5326,77,733,1,4.243545,3.763262,-5.8,-13.7,11.561,9.791,9.632,1.505,      ,,,0
720,5327,77,740,1,4.308959,4.951932,18.4,15.7,9.746,7.981,7.822,1.5,27270,20099.0,,0
721,5328,77,761,1,4.252622,4.774923,-74.1,-99.2,10.335999999999999,9.439,9.357999999999999,0.762,      ,,,0
722,5329,77,776,1,4.249130999999999,4.861461,-2.4,-24.2,10.589,9.241,9.12,1.146,      ,,,0
723,5330,77,830,1,4.238027,4.424323,8.3,2.7,11.837,10.129,9.975,1.452,      ,,,0
724,5331,77,834,1,4.273183,4.457889,-4.3,-28.9,9.147,8.927,8.907,0.187,27014,,,0
725,5332,77,853,1,4.3299,3.8819809999999997,19.1,-26.2,11.499,10.568,10.484000000000002,0.7909999999999999,      ,,,0
726,5333,77,860,1,4.254256,4.707973,-11.2,-8.2,10.502,10.176,10.147,0.27699999999999997,      ,,,0
727,5334,77,862,1,4.20043,4.71333,-0.4,-6.1,9.932,8.717,8.607999999999999,1.033,26548,,,0
728,5335,77,868,1,4.331597,4.548984,3.5,-0.7,10.35,9.913,9.874,0.371,      ,,,0
729,5336,77,912,1,4.281649,3.6355,-20.3,-44.2,10.950999999999999,10.237,10.173,0.607,      ,,,0
730,5337,77,958,1,4.213182,3.4469220000000003,21.7,-7.8,10.609000000000002,10.187000000000001,10.149,0.359,      ,,,0
731,5338,77,984,1,4.207944,4.819857,37.0,15.5,9.607000000000001,9.003,8.949,0.513,26588,19636.0,7.53,0
732,5339,77,996,1,4.252379,3.9573959999999997,23.5,-15.2,7.7989999999999995,7.707000000000001,7.699,0.078,26885,19831.0,6.93,0
733,5340,77,1007,1,4.31205,3.573492,-47.7,-164.3,11.707,10.380999999999998,10.262,1.127,      ,,,0
734,5342,77,1026,1,4.240756,4.488404,-2.9,-3.3,11.171,10.728,10.687999999999999,0.377,      ,,,0
735,5343,77,1038,1,4.27619,3.9152690000000003,0.7,-5.0,11.172,10.677,10.632,0.42100000000000004,      ,,,0
736,5344,77,1048,1,4.289369000000001,4.503464,-2.4,-9.2,11.705,10.475999999999999,10.365,1.045,      ,,,0
737,5345,77,1057,1,4.2575199999999995,4.009385,9.4,1.5,7.547999999999999,7.374,7.358,0.14800000000000002,26924,19857.0,8.03,0
738,5346,77,1063,1,4.230986,3.4104419999999998,4.5,-7.3,12.062999999999999,10.529000000000002,10.390999999999998,1.304,      ,,,0
739,5347,77,1096,1,4.262125,3.970705,1.7,-22.9,9.974,8.741,8.63,1.048,26937,,,0
740,5348,77,1101,1,4.247126000000001,4.788151999999999,35.9,-16.1,11.58,10.293,10.177,1.094,      ,,,0
741,5349,77,1204,1,4.200087,4.043677,3.3,-5.7,10.825,10.101,10.036,0.615,      ,,,0
742,5350,77,1230,1,4.329708999999999,4.778914,-4.8,-13.1,11.136,10.695,10.655,0.375,      ,20203.0,6.59,0
743,5351,77,1285,1,4.208188,4.3768769999999995,12.2,-5.6,11.825,9.962,9.794,1.584,      ,,,0
744,5352,77,1306,1,4.318480999999999,3.536632,-15.5,-22.7,11.828,9.965,9.797,1.584,      ,,,0
745,5386,78,617,1,4.411446,4.808578,2.3,-7.7,11.508,9.662,9.496,1.569,      ,,,0
746,5387,78,699,1,4.384035,4.613648,-59.2,-51.6,9.41,8.863999999999999,8.815,0.46399999999999997,27764,,,0
747,5388,78,714,1,4.367883999999999,4.3532839999999995,-9.6,12.7,9.892999999999999,9.407,9.363,0.413,      ,,,0
748,5389,78,727,1,4.4509739999999995,4.280963,-6.4,-9.7,9.146,9.021,9.01,0.106,28190,20778.0,5.92,0
749,5390,78,743,1,4.3994800000000005,3.6739319999999998,-2.4,-15.7,11.212,10.522,10.46,0.5870000000000001,      ,,,0
750,5391,78,769,1,4.3584510000000005,4.1568830000000005,17.6,-2.8,10.864,10.386,10.343,0.406,      ,20343.0,6.33,0
751,5392,78,799,1,4.497051,4.513658,22.5,19.9,10.935,10.261,10.2,0.573,      ,,,0
752,5393,78,801,1,4.454942,3.4904339999999996,-12.2,-5.3,10.043,9.632,9.595,0.349,28228,,,0
753,5394,78,841,1,4.477841000000001,4.261815,52.1,-77.2,11.495,10.51,10.421,0.8370000000000001,      ,,,0
754,5395,78,874,1,4.3438099999999995,3.7092870000000002,6.2,-7.4,10.109,9.801,9.773,0.262,      ,,,0
755,5396,78,893,1,4.371843,4.868786,36.6,-5.4,11.425999999999998,9.516,9.344,1.624,      ,,,0
756,5397,78,901,1,4.433707,4.373448000000001,17.0,-17.2,8.324,6.515,6.352,1.538,28086,20698.0,5.17,0
757,5398,78,913,1,4.499564,4.444135,1.3,-6.4,12.067,10.520999999999999,10.382,1.314,      ,,,0
758,5399,78,914,1,4.495959,4.6961319999999995,1.4,4.8,11.82,10.274000000000001,10.135,1.314,      ,,,0
759,5400,78,929,1,4.385529,3.9907120000000003,-2.0,-3.6,9.415,8.23,8.123,1.0070000000000001,27772,,,0
760,5401,78,959,1,4.361268,3.937644,-6.5,-1.5,8.357000000000001,8.151,8.132,0.175,27641,,,0
761,5402,78,973,1,4.3476870000000005,3.8895809999999997,-8.7,-5.9,9.535,9.104,9.065,0.366,27527,,,0
762,5403,78,1076,1,4.473701,4.13356,17.0,-26.3,11.105,10.657,10.617,0.381,      ,,,0
763,5404,78,1103,1,4.464574,3.5605660000000006,14.0,-11.9,10.765,9.42,9.299,1.143,28295,,,0
764,5405,78,1118,1,4.496407,4.117008,0.4,13.1,11.879000000000001,10.412,10.28,1.247,      ,,,0
765,5406,78,1146,1,4.425678,4.770706,36.1,-4.0,10.834000000000001,10.27,10.219,0.479,      ,,,0
766,5407,78,1147,1,4.412007,4.699948,98.8,0.1,9.915,9.046,8.968,0.7390000000000001,27935,20601.0,14.97,0
767,5408,78,1187,1,4.442981,4.597457,-5.9,-7.1,9.881,9.417,9.375,0.39399999999999996,28151,,,0
768,5409,78,1200,1,4.419393,3.709914,-11.7,-1.2,11.795,11.07,11.005,0.616,      ,,,0
769,5411,78,1306,1,4.465485,4.410948,-8.3,-4.7,11.112,10.555,10.505,0.473,      ,,,0
770,5412,78,1320,1,4.404676,4.634774,-10.2,-16.3,11.355,10.011000000000001,9.89,1.1420000000000001,      ,,,0
771,5413,78,1322,1,4.353468,4.465391,3.7,-15.5,10.349,9.026,8.907,1.125,27571,20321.0,,0
772,5414,78,1336,1,4.393587,4.609127,6.4,-13.9,11.981,10.661,10.542,1.122,      ,,,0
773,5415,78,1341,1,4.409159,4.123345,2.7,-10.6,10.369000000000002,9.788,9.736,0.494,      ,20587.0,3.04,0
774,5416,78,1343,1,4.347948000000001,4.474994000000001,1.5,-0.7,9.69,9.431000000000001,9.408,0.22,27526,,,0
775,5417,78,1350,1,4.4452739999999995,3.4901739999999997,0.1,-7.0,11.412,9.945,9.812999999999999,1.247,      ,,,0
776,5418,78,1360,1,4.393338,3.984172,-4.1,-3.7,10.152999999999999,10.052,10.043,0.086,27822,,,0
777,5419,78,1380,1,4.406531,3.910252,-51.7,-52.5,10.815,9.923,9.843,0.758,      ,,,0
778,5420,78,1382,1,4.368276,4.433023,-0.3,-8.8,11.630999999999998,10.999,10.942,0.537,      ,,,0
779,5421,78,1489,1,4.475478,4.167856,0.1,-0.2,11.11,10.949000000000002,10.935,0.13699999999999998,      ,,,0
780,5422,78,1511,1,4.493229,3.838596,53.8,-34.6,11.321,10.287,10.193999999999999,0.879,      ,20956.0,,0
781,5423,78,1545,1,4.405932,3.730465,11.9,-5.0,11.009,9.448,9.308,1.327,      ,,,0
782,5424,78,1620,1,4.426442,4.74282,3.4,-3.9,12.003,10.577,10.449000000000002,1.212,      ,,,0
783,5425,78,1658,1,4.346538,4.740178,34.0,-2.6,10.655999999999999,9.294,9.171,1.158,      ,,,0
784,5426,78,1691,1,4.363444,3.612635,-5.8,-15.8,9.978,9.705,9.68,0.23199999999999998,      ,,,0
785,5427,78,1746,1,4.493862,4.57605,23.9,7.7,11.126,10.706,10.668,0.35700000000000004,      ,,,0
786,5428,78,1787,1,4.34516,4.264907,12.3,0.0,10.096,9.812999999999999,9.788,0.24100000000000002,27515,,,0
787,5429,78,1812,1,4.35234,3.5747169999999997,-0.5,-2.0,11.274000000000001,10.807,10.765,0.397,      ,,,0
788,5430,78,1841,1,4.35962,3.837793,8.1,-4.2,12.195,10.58,10.435,1.3730000000000002,      ,,,0
789,5431,78,1844,1,4.480876,4.070530000000001,15.5,2.6,11.332,10.909,10.870999999999999,0.36,      ,,,0
790,5432,78,1850,1,4.375035,3.4096839999999995,15.2,-20.7,9.099,8.833,8.809,0.226,27707,20424.0,5.28,0
791,5433,78,1875,1,4.352681,4.650111,12.3,-11.5,11.929,10.427999999999999,10.293,1.276,      ,,,0
792,5434,78,1913,1,4.364241000000001,3.743212,-0.5,-4.3,11.61,11.001,10.946,0.518,      ,,,0
793,5436,79,9,1,4.146422,6.78154,-0.3,6.8,9.374,9.054,9.025,0.272,26173,19355.0,,0
794,5437,79,10,1,4.080939,7.172353,-6.0,-5.7,11.78,11.097999999999999,11.037,0.58,      ,,,0
795,5438,79,58,1,4.018606,6.75202,-2.6,-0.9,10.72,9.486,9.375,1.0490000000000002,      ,,,0
796,5439,79,75,1,4.051008,6.717809,-6.6,-6.6,11.287,10.865,10.827,0.359,      ,,,0
797,5440,79,96,1,4.103271,6.463887000000001,-2.8,-12.5,10.93,9.628,9.511000000000001,1.107,      ,,,0
798,5441,79,105,1,4.113085,6.755446000000001,6.5,9.2,11.837,10.168,10.017999999999999,1.419,      ,,,0
799,5442,79,153,1,4.022512,6.417413,22.1,-22.5,12.123,11.087,10.994000000000002,0.8809999999999999,      ,,,0
800,5443,79,162,1,4.157562,6.725058,26.0,-55.3,6.849,6.747999999999999,6.739,0.086,26256,19411.0,9.88,0
801,5444,79,179,1,4.034441999999999,6.523853,11.5,-8.4,9.722999999999999,8.568999999999999,8.465,0.981,25368,18826.0,2.88,0
802,5445,79,209,1,4.161246,5.883033,-5.8,-31.9,11.231,9.628,9.484,1.3630000000000002,      ,,,0
803,5446,79,217,1,4.060816,6.792910000000001,22.6,-12.2,10.378,9.809,9.758,0.484,      ,18947.0,5.31,0
804,5447,79,226,1,4.057893,6.280401,7.6,-6.1,11.561,11.110999999999999,11.071,0.38299999999999995,      ,,,0
805,5448,79,228,1,4.112123,5.518947,6.8,2.3,11.367,10.937999999999999,10.899000000000001,0.365,      ,,,0
806,5449,79,230,1,4.070582,6.511467,2.0,-4.0,11.921,11.582,11.550999999999998,0.28800000000000003,      ,,,0
807,5450,79,234,1,4.116988,6.448372,-6.7,-3.8,11.267999999999999,9.567,9.414,1.446,      ,,,0
808,5451,79,240,1,4.141207,5.8193019999999995,0.7,-7.7,12.107999999999999,10.325999999999999,10.166,1.515,      ,,,0
809,5452,79,252,1,4.071276999999999,7.123208999999999,3.8,-8.8,11.28,10.665999999999999,10.610999999999999,0.522,      ,,,0
810,5453,79,376,1,4.05547,7.142580000000001,10.8,-3.7,12.145999999999999,10.492,10.343,1.406,      ,,,0
811,5454,79,382,1,4.042085,7.012252,0.8,-5.9,11.187999999999999,9.607000000000001,9.465,1.344,      ,,,0
812,5455,79,457,1,4.13086,5.69271,-5.2,-79.0,10.342,9.693,9.635,0.552,      ,19271.0,9.27,0
813,5456,79,462,1,4.034189,7.219600999999999,1.9,-11.8,11.998,10.182,10.019,1.544,      ,,,0
814,5457,79,486,1,4.160251000000001,6.196263,-1.9,6.3,11.605,10.308,10.191,1.102,      ,,,0
815,5458,79,523,1,4.06745,7.228225999999999,6.1,9.3,11.925999999999998,10.962,10.875,0.8190000000000001,      ,,,0
816,5459,79,539,1,4.130662,5.119578,1.2,-4.0,11.765,10.754000000000001,10.663,0.8590000000000001,      ,,,0
817,5460,79,608,1,4.112443,5.686844000000001,65.7,18.4,9.334,8.703,8.646,0.536,25942,19189.0,4.4,0
818,5461,79,656,1,4.044916000000001,6.886029,-6.2,-1.1,10.82,10.520999999999999,10.494000000000002,0.254,      ,,,0
